CUSIP,SecurityType,SecurityTerm,AuctionDate,IssueDate,MaturityDate,Price,HighInvestmentRate,HighPrice,HighYield,InterestRate,LowInvestmentRate,LowPrice,Series,Spread,Strippable
91282CEV9,Note,7-Year,06/28/2022,06/30/2022,06/30/2029,99.813719,,99.813719,0.0328,0.0325,,,M-2029,,Yes
912796U64,Bill,13-Week,06/27/2022,06/30/2022,09/29/2022,99.557639,0.01782,99.557639,,,,,,,
912796R27,Bill,26-Week,06/27/2022,06/30/2022,12/29/2022,98.736111,0.02567,98.736111,,,,,,,
91282CEX5,Note,2-Year,06/27/2022,06/30/2022,06/30/2024,99.838282,,99.838282,0.03084,0.03,,,BD-2024,,Yes
91282CEW7,Note,5-Year,06/27/2022,06/30/2022,06/30/2027,99.903859,,99.903859,0.03271,0.0325,,,AA-2027,,Yes
91282CEJ6,Note,4-Year 10-Month,06/23/2022,06/30/2022,04/15/2027,101.224234,,101.224234,0.00362,0.00125,,,X-2027,,Yes
912796X38,Bill,4-Week,06/23/2022,06/28/2022,07/26/2022,99.914444,0.01116,99.914444,,,,,,,
912796XN4,Bill,8-Week,06/23/2022,06/28/2022,08/23/2022,99.766667,0.01524,99.766667,,,,,,,
912810TH1,Bond,19-Year 11-Month,06/22/2022,06/30/2022,05/15/2042,96.603091,,96.603091,0.03488,0.0325,,,Bonds of May 2042,,Yes
912796YF0,Bill,119-Day,06/22/2022,06/28/2022,10/25/2022,99.319056,0.02103,99.319056,,,,,,,
91282CEL1,Note,1-Year 10-Month,06/22/2022,06/24/2022,04/30/2024,99.866853,,99.866853,,,,,BB-2024,-0.00075,No
912796U56,Bill,13-Week,06/21/2022,06/23/2022,09/22/2022,99.577861,0.017,99.577861,,,,,,,
912796X87,Bill,26-Week,06/21/2022,06/23/2022,12/22/2022,98.791722,0.02453,98.791722,,,,,,,
912796X20,Bill,4-Week,06/16/2022,06/21/2022,07/19/2022,99.908222,0.01197,99.908222,,,,,,,
912796XM6,Bill,8-Week,06/16/2022,06/21/2022,08/16/2022,99.771333,0.01494,99.771333,,,,,,,
912796YE3,Bill,119-Day,06/15/2022,06/21/2022,10/18/2022,99.309139,0.02134,99.309139,,,,,,,
912796X53,Bill,52-Week,06/14/2022,06/16/2022,06/15/2023,96.946444,0.03134,96.946444,,,,,,,
912796U49,Bill,13-Week,06/13/2022,06/16/2022,09/15/2022,99.585444,0.0167,99.585444,,,,,,,
912796X79,Bill,26-Week,06/13/2022,06/16/2022,12/15/2022,98.908000,0.02214,98.908000,,,,,,,
912810TG3,Bond,29-Year 11-Month,06/09/2022,06/15/2022,05/15/2052,94.045539,,94.045539,0.03185,0.02875,,,Bonds of May 2052,,Yes
912796W96,Bill,4-Week,06/09/2022,06/14/2022,07/12/2022,99.919111,0.01055,99.919111,,,,,,,
912796XL8,Bill,8-Week,06/09/2022,06/14/2022,08/09/2022,99.821111,0.01168,99.821111,,,,,,,
91282CEP2,Note,9-Year 11-Month,06/08/2022,06/15/2022,05/15/2032,98.677928,,98.677928,0.0303,0.02875,,,C-2032,,Yes
912796YD5,Bill,119-Day,06/08/2022,06/14/2022,10/11/2022,99.500861,0.01539,99.500861,,,,,,,
91282CEU1,Note,3-Year,06/07/2022,06/15/2022,06/15/2025,99.851689,,99.851689,0.02927,0.02875,,,AP-2025,,Yes
912796M71,Bill,13-Week,06/06/2022,06/09/2022,09/08/2022,99.689083,0.01251,99.689083,,,,,,,
912796X61,Bill,26-Week,06/06/2022,06/09/2022,12/08/2022,99.135500,0.01749,99.135500,,,,,,,
912796W88,Bill,4-Week,06/02/2022,06/07/2022,07/05/2022,99.933111,0.00873,99.933111,,,,,,,
912796X46,Bill,8-Week,06/02/2022,06/07/2022,08/02/2022,99.838222,0.01056,99.838222,,,,,,,
912796YC7,Bill,119-Day,06/01/2022,06/07/2022,10/04/2022,99.540528,0.01416,99.540528,,,,,,,
912796T66,Bill,13-Week,05/31/2022,06/02/2022,09/01/2022,99.716889,0.01139,99.716889,,,,,,,
912796P94,Bill,26-Week,05/31/2022,06/02/2022,12/01/2022,99.201222,0.01615,99.201222,,,,,,,
912796W39,Bill,4-Week,05/26/2022,05/31/2022,06/28/2022,99.942444,0.00751,99.942444,,,,,,,
912796X38,Bill,8-Week,05/26/2022,05/31/2022,07/26/2022,99.857667,0.00929,99.857667,,,,,,,
91282CES6,Note,7-Year,05/26/2022,05/31/2022,05/31/2029,99.829306,,99.829306,0.02777,0.0275,,,L-2029,,Yes
912796XX2,Bill,119-Day,05/25/2022,05/31/2022,09/27/2022,99.576889,0.01303,99.576889,,,,,,,
91282CET4,Note,5-Year,05/25/2022,05/31/2022,05/31/2027,99.484571,,99.484571,0.02736,0.02625,,,Z-2027,,Yes
91282CEL1,Note,1-Year 11-Month,05/25/2022,05/27/2022,04/30/2024,99.854908,,99.854908,,,,,BB-2024,-0.00075,No
91282CER8,Note,2-Year,05/24/2022,05/31/2022,05/31/2024,99.963167,,99.963167,0.02519,0.025,,,BC-2024,,Yes
912796T58,Bill,13-Week,05/23/2022,05/26/2022,08/25/2022,99.732056,0.01078,99.732056,,,,,,,
912796W70,Bill,26-Week,05/23/2022,05/26/2022,11/25/2022,99.222250,0.01563,99.222250,,,,,,,
91282CDX6,Note,9-Year 8-Month,05/19/2022,05/31/2022,01/15/2032,102.616800,,102.616800,0.00232,0.00125,,,A-2032,,Yes
912796W21,Bill,4-Week,05/19/2022,05/24/2022,06/21/2022,99.950222,0.00649,99.950222,,,,,,,
912796X20,Bill,8-Week,05/19/2022,05/24/2022,07/19/2022,99.860000,0.00914,99.860000,,,,,,,
912810TH1,Bond,20-Year,05/18/2022,05/31/2022,05/15/2042,99.416025,,99.416025,0.0329,0.0325,,,Bonds of May 2042,,Yes
912796XW4,Bill,119-Day,05/18/2022,05/24/2022,09/20/2022,99.586806,0.01273,99.586806,,,,,,,
912796W47,Bill,52-Week,05/18/2022,05/19/2022,05/18/2023,97.876667,0.02164,97.876667,,,,,,,
912796T41,Bill,13-Week,05/16/2022,05/19/2022,08/18/2022,99.734583,0.01067,99.734583,,,,,,,
912796W62,Bill,26-Week,05/16/2022,05/19/2022,11/17/2022,99.246722,0.01522,99.246722,,,,,,,
912796V97,Bill,4-Week,05/12/2022,05/17/2022,06/14/2022,99.953333,0.00609,99.953333,,,,,,,
912796W96,Bill,8-Week,05/12/2022,05/17/2022,07/12/2022,99.882556,0.00766,99.882556,,,,,,,
912810TG3,Bond,30-Year,05/12/2022,05/16/2022,05/15/2052,97.596896,,97.596896,0.02997,0.02875,,,Bonds of May 2052,,Yes
912796XV6,Bill,119-Day,05/11/2022,05/17/2022,09/13/2022,99.616556,0.01181,99.616556,,,,,,,
91282CEP2,Note,10-Year,05/11/2022,05/16/2022,05/15/2032,99.414646,,99.414646,0.02943,0.02875,,,C-2032,,Yes
91282CEQ0,Note,3-Year,05/10/2022,05/16/2022,05/15/2025,99.831427,,99.831427,0.02809,0.0275,,,AN-2025,,Yes
912796L64,Bill,13-Week,05/09/2022,05/12/2022,08/11/2022,99.772500,0.00915,99.772500,,,,,,,
912796W54,Bill,26-Week,05/09/2022,05/12/2022,11/10/2022,99.299806,0.01414,99.299806,,,,,,,
912796V89,Bill,4-Week,05/05/2022,05/10/2022,06/07/2022,99.961889,0.00497,99.961889,,,,,,,
912796W88,Bill,8-Week,05/05/2022,05/10/2022,07/05/2022,99.889556,0.00721,99.889556,,,,,,,
912796XU8,Bill,119-Day,05/04/2022,05/10/2022,09/06/2022,99.595069,0.01247,99.595069,,,,,,,
912796S67,Bill,13-Week,05/02/2022,05/05/2022,08/04/2022,99.769972,0.00925,99.769972,,,,,,,
912796N96,Bill,26-Week,05/02/2022,05/05/2022,11/03/2022,99.282111,0.0145,99.282111,,,,,,,
912796V30,Bill,4-Week,04/28/2022,05/03/2022,05/31/2022,99.962667,0.00487,99.962667,,,,,,,
912796W39,Bill,8-Week,04/28/2022,05/03/2022,06/28/2022,99.889556,0.00721,99.889556,,,,,,,
91282CEM9,Note,7-Year,04/28/2022,05/02/2022,04/30/2029,99.792275,,99.792275,0.02908,0.02875,,,K-2029,,Yes
912796XP9,Bill,119-Day,04/27/2022,05/03/2022,08/30/2022,99.633083,0.0113,99.633083,,,,,,,
91282CEL1,Note,2-Year,04/27/2022,05/02/2022,04/30/2024,99.999991,,99.999991,,,,,BB-2024,-0.00075,No
91282CEN7,Note,5-Year,04/27/2022,05/02/2022,04/30/2027,99.837649,,99.837649,0.02785,0.0275,,,Y-2027,,Yes
91282CEK3,Note,2-Year,04/26/2022,05/02/2022,04/30/2024,99.835616,,99.835616,0.02585,0.025,,,BA-2024,,Yes
912796S59,Bill,13-Week,04/25/2022,04/28/2022,07/28/2022,99.775028,0.00904,99.775028,,,,,,,
912796V71,Bill,26-Week,04/25/2022,04/28/2022,10/27/2022,99.307389,0.01399,99.307389,,,,,,,
91282CEJ6,Note,5-Year,04/21/2022,04/29/2022,04/15/2027,102.762649,,102.762649,-0.0034,0.00125,,,X-2027,,Yes
912796V22,Bill,4-Week,04/21/2022,04/26/2022,05/24/2022,99.961111,0.00507,99.961111,,,,,,,
912796W21,Bill,8-Week,04/21/2022,04/26/2022,06/21/2022,99.902778,0.00634,99.902778,,,,,,,
912810TF5,Bond,19-Year 10-Month,04/20/2022,05/02/2022,02/15/2042,89.399717,,89.399717,0.03095,0.02375,,,Bonds of February 2042,,Yes
912796XN4,Bill,119-Day,04/20/2022,04/26/2022,08/23/2022,99.646306,0.01089,99.646306,,,,,,,
912796V48,Bill,52-Week,04/19/2022,04/21/2022,04/20/2023,98.109222,0.01923,98.109222,,,,,,,
912796S42,Bill,13-Week,04/18/2022,04/21/2022,07/21/2022,99.782611,0.00874,99.782611,,,,,,,
912796V63,Bill,26-Week,04/18/2022,04/21/2022,10/20/2022,99.368056,0.01275,99.368056,,,,,,,
912796U98,Bill,4-Week,04/14/2022,04/19/2022,05/17/2022,99.971222,0.00375,99.971222,,,,,,,
912796V97,Bill,8-Week,04/14/2022,04/19/2022,06/14/2022,99.911333,0.00578,99.911333,,,,,,,
912796XM6,Bill,119-Day,04/13/2022,04/19/2022,08/16/2022,99.681014,0.00982,99.681014,,,,,,,
912810TD0,Bond,29-Year 10-Month,04/13/2022,04/18/2022,02/15/2052,88.643787,,88.643787,0.02815,0.0225,,,Bonds of February 2052,,Yes
91282CDY4,Note,9-Year 10-Month,04/12/2022,04/18/2022,02/15/2032,92.751781,,92.751781,0.0272,0.01875,,,B-2032,,Yes
91282CEH0,Note,3-Year,04/11/2022,04/18/2022,04/15/2025,99.677225,,99.677225,0.02738,0.02625,,,AM-2025,,Yes
912796K57,Bill,13-Week,04/11/2022,04/14/2022,07/14/2022,99.801569,0.00797,99.801569,,,,,,,
912796V55,Bill,26-Week,04/11/2022,04/14/2022,10/13/2022,99.383222,0.01245,99.383222,,,,,,,
912796U80,Bill,4-Week,04/07/2022,04/12/2022,05/10/2022,99.984056,0.00208,99.984056,,,,,,,
912796V89,Bill,8-Week,04/07/2022,04/12/2022,06/07/2022,99.922222,0.00507,99.922222,,,,,,,
912796XL8,Bill,119-Day,04/06/2022,04/12/2022,08/09/2022,99.699194,0.00925,99.699194,,,,,,,
912796R68,Bill,13-Week,04/04/2022,04/07/2022,07/07/2022,99.830639,0.0068,99.830639,,,,,,,
912796M89,Bill,26-Week,04/04/2022,04/07/2022,10/06/2022,99.438833,0.01132,99.438833,,,,,,,
912796U72,Bill,4-Week,03/31/2022,04/05/2022,05/03/2022,99.989500,0.00137,99.989500,,,,,,,
912796V30,Bill,8-Week,03/31/2022,04/05/2022,05/31/2022,99.940889,0.00386,99.940889,,,,,,,
912796X46,Bill,119-Day,03/30/2022,04/05/2022,08/02/2022,99.733903,0.00818,99.733903,,,,,,,
91282CEE7,Note,7-Year,03/29/2022,03/31/2022,03/31/2029,99.208197,,99.208197,0.02499,0.02375,,,J-2029,,Yes
912796R50,Bill,13-Week,03/28/2022,03/31/2022,06/30/2022,99.847069,0.00614,99.847069,,,,,,,
912796U64,Bill,26-Week,03/28/2022,03/31/2022,09/29/2022,99.469167,0.0107,99.469167,,,,,,,
91282CEG2,Note,2-Year,03/28/2022,03/31/2022,03/31/2024,99.776642,,99.776642,0.02365,0.0225,,,AZ-2024,,Yes
91282CEF4,Note,5-Year,03/28/2022,03/31/2022,03/31/2027,99.799301,,99.799301,0.02543,0.025,,,W-2027,,Yes
91282CDX6,Note,9-Year 10-Month,03/24/2022,03/31/2022,01/15/2032,108.705125,,108.705125,-0.00589,0.00125,,,A-2032,,Yes
912796U23,Bill,4-Week,03/24/2022,03/29/2022,04/26/2022,99.989500,0.00137,99.989500,,,,,,,
912796V22,Bill,8-Week,03/24/2022,03/29/2022,05/24/2022,99.953333,0.00304,99.953333,,,,,,,
912810TF5,Bond,19-Year 11-Month,03/23/2022,03/31/2022,02/15/2042,95.753797,,95.753797,0.02651,0.02375,,,Bonds of February 2042,,Yes
912796X38,Bill,119-Day,03/23/2022,03/29/2022,07/26/2022,99.765306,0.00722,99.765306,,,,,,,
91282CDU2,Note,1-Year 10-Month,03/23/2022,03/25/2022,01/31/2024,100.074861,,100.074861,,,,,AX-2024,-0.00015,No
912796U31,Bill,52-Week,03/22/2022,03/24/2022,03/23/2023,98.392333,0.01632,98.392333,,,,,,,
912796R43,Bill,13-Week,03/21/2022,03/24/2022,06/23/2022,99.878667,0.00487,99.878667,,,,,,,
912796U56,Bill,26-Week,03/21/2022,03/24/2022,09/22/2022,99.560167,0.00886,99.560167,,,,,,,
912796T90,Bill,4-Week,03/17/2022,03/22/2022,04/19/2022,99.985222,0.00193,99.985222,,,,,,,
912796U98,Bill,8-Week,03/17/2022,03/22/2022,05/17/2022,99.953333,0.00304,99.953333,,,,,,,
912796X20,Bill,119-Day,03/16/2022,03/22/2022,07/19/2022,99.780181,0.00676,99.780181,,,,,,,
912796J42,Bill,13-Week,03/14/2022,03/17/2022,06/16/2022,99.886250,0.00457,99.886250,,,,,,,
912796U49,Bill,26-Week,03/14/2022,03/17/2022,09/15/2022,99.585444,0.00835,99.585444,,,,,,,
912796T82,Bill,4-Week,03/10/2022,03/15/2022,04/12/2022,99.984833,0.00198,99.984833,,,,,,,
912796U80,Bill,8-Week,03/10/2022,03/15/2022,05/10/2022,99.958778,0.00269,99.958778,,,,,,,
912810TD0,Bond,29-Year 11-Month,03/10/2022,03/15/2022,02/15/2052,97.331824,,97.331824,0.02375,0.0225,,,Bonds of February 2052,,Yes
912796W96,Bill,119-Day,03/09/2022,03/15/2022,07/12/2022,99.818194,0.00559,99.818194,,,,,,,
91282CDY4,Note,9-Year 11-Month,03/09/2022,03/15/2022,02/15/2032,99.594019,,99.594019,0.0192,0.01875,,,B-2032,,Yes
91282CED9,Note,3-Year,03/08/2022,03/15/2022,03/15/2025,99.927276,,99.927276,0.01775,0.0175,,,AL-2025,,Yes
912796R35,Bill,13-Week,03/07/2022,03/10/2022,06/09/2022,99.903944,0.00386,99.903944,,,,,,,
912796M71,Bill,26-Week,03/07/2022,03/10/2022,09/08/2022,99.641056,0.00722,99.641056,,,,,,,
912796T74,Bill,4-Week,03/03/2022,03/08/2022,04/05/2022,99.987167,0.00167,99.987167,,,,,,,
912796U72,Bill,8-Week,03/03/2022,03/08/2022,05/03/2022,99.968111,0.00208,99.968111,,,,,,,
912796W88,Bill,119-Day,03/02/2022,03/08/2022,07/05/2022,99.823153,0.00543,99.823153,,,,,,,
912796Q44,Bill,13-Week,02/28/2022,03/03/2022,06/02/2022,99.909000,0.00365,99.909000,,,,,,,
912796T66,Bill,26-Week,02/28/2022,03/03/2022,09/01/2022,99.661278,0.00682,99.661278,,,,,,,
912796T25,Bill,4-Week,02/24/2022,03/01/2022,03/29/2022,99.996111,0.00051,99.996111,,,,,,,
912796U23,Bill,8-Week,02/24/2022,03/01/2022,04/26/2022,99.968889,0.00203,99.968889,,,,,,,
91282CEB3,Note,7-Year,02/24/2022,02/28/2022,02/28/2029,99.804270,,99.804270,0.01905,0.01875,,,H-2029,,Yes
912796W39,Bill,119-Day,02/23/2022,03/01/2022,06/28/2022,99.811583,0.00579,99.811583,,,,,,,
91282CEC1,Note,5-Year,02/23/2022,02/28/2022,02/28/2027,99.976245,,99.976245,0.0188,0.01875,,,V-2027,,Yes
91282CDU2,Note,1-Year 11-Month,02/23/2022,02/25/2022,01/31/2024,100.068232,,100.068232,,,,,AX-2024,-0.00015,No
91282CEA5,Note,2-Year,02/22/2022,02/28/2022,02/29/2024,99.896026,,99.896026,0.01553,0.015,,,AY-2024,,Yes
912796Q36,Bill,13-Week,02/22/2022,02/24/2022,05/26/2022,99.903944,0.00386,99.903944,,,,,,,
912796T58,Bill,26-Week,02/22/2022,02/24/2022,08/25/2022,99.641056,0.00722,99.641056,,,,,,,
912796T33,Bill,52-Week,02/22/2022,02/24/2022,02/23/2023,98.842278,0.01171,98.842278,,,,,,,
912810TE8,Bond,30-Year,02/17/2022,02/28/2022,02/15/2052,98.102682,,98.102682,0.00195,0.00125,,,TIPS of February 2052,,Yes
912796S91,Bill,4-Week,02/17/2022,02/22/2022,03/22/2022,99.993778,0.00081,99.993778,,,,,,,
912796T90,Bill,8-Week,02/17/2022,02/22/2022,04/19/2022,99.961111,0.00254,99.961111,,,,,,,
912810TF5,Bond,20-Year,02/16/2022,02/28/2022,02/15/2042,99.667386,,99.667386,0.02396,0.02375,,,Bonds of February 2042,,Yes
912796W21,Bill,119-Day,02/16/2022,02/22/2022,06/21/2022,99.818194,0.00559,99.818194,,,,,,,
912796H44,Bill,13-Week,02/14/2022,02/17/2022,05/19/2022,99.888778,0.00447,99.888778,,,,,,,
912796T41,Bill,26-Week,02/14/2022,02/17/2022,08/18/2022,99.610722,0.00784,99.610722,,,,,,,
912796S83,Bill,4-Week,02/10/2022,02/15/2022,03/15/2022,99.998444,0.0002,99.998444,,,,,,,
912796T82,Bill,8-Week,02/10/2022,02/15/2022,04/12/2022,99.961111,0.00254,99.961111,,,,,,,
912810TD0,Bond,30-Year,02/10/2022,02/15/2022,02/15/2052,98.067757,,98.067757,0.0234,0.0225,,,Bonds of February 2052,,Yes
912796V97,Bill,119-Day,02/09/2022,02/15/2022,06/14/2022,99.857861,0.00437,99.857861,,,,,,,
91282CDY4,Note,10-Year,02/09/2022,02/15/2022,02/15/2032,99.737071,,99.737071,0.01904,0.01875,,,B-2032,,Yes
91282CDZ1,Note,3-Year,02/08/2022,02/15/2022,02/15/2025,99.731529,,99.731529,0.01592,0.015,,,AK-2025,,Yes
912796Q28,Bill,13-Week,02/07/2022,02/10/2022,05/12/2022,99.926694,0.00294,99.926694,,,,,,,
912796L64,Bill,26-Week,02/07/2022,02/10/2022,08/11/2022,99.706778,0.0059,99.706778,,,,,,,
912796S75,Bill,4-Week,02/03/2022,02/08/2022,03/08/2022,99.997278,0.00035,99.997278,,,,,,,
912796T74,Bill,8-Week,02/03/2022,02/08/2022,04/05/2022,99.978222,0.00142,99.978222,,,,,,,
912796V89,Bill,119-Day,02/02/2022,02/08/2022,06/07/2022,99.887611,0.00345,99.887611,,,,,,,
912796P45,Bill,13-Week,01/31/2022,02/03/2022,05/05/2022,99.939333,0.00243,99.939333,,,,,,,
912796S67,Bill,26-Week,01/31/2022,02/03/2022,08/04/2022,99.747222,0.00508,99.747222,,,,,,,
912796S26,Bill,4-Week,01/27/2022,02/01/2022,03/01/2022,99.997278,0.00035,99.997278,,,,,,,
912796T25,Bill,8-Week,01/27/2022,02/01/2022,03/29/2022,99.978222,0.00142,99.978222,,,,,,,
91282CDW8,Note,7-Year,01/27/2022,01/31/2022,01/31/2029,99.875422,,99.875422,0.01769,0.0175,,,G-2029,,Yes
912796V30,Bill,119-Day,01/26/2022,02/01/2022,05/31/2022,99.907444,0.00284,99.907444,,,,,,,
91282CDU2,Note,2-Year,01/26/2022,01/31/2022,01/31/2024,100.000000,,100.000000,,,,,AX-2024,-0.00015,No
912828Z78,Note,5-Year,01/25/2022,01/31/2022,01/31/2027,99.841748,,99.841748,0.01533,0.015,,,G-2027,,Yes
912796S34,Bill,52-Week,01/25/2022,01/27/2022,01/26/2023,99.363000,0.00642,99.363000,,,,,,,
91282CDV0,Note,2-Year,01/24/2022,01/31/2022,01/31/2024,99.772818,,99.772818,0.0099,0.00875,,,AW-2024,,Yes
912796P37,Bill,13-Week,01/24/2022,01/27/2022,04/28/2022,99.951972,0.00193,99.951972,,,,,,,
912796S59,Bill,26-Week,01/24/2022,01/27/2022,07/28/2022,99.807889,0.00386,99.807889,,,,,,,
91282CDX6,Note,10-Year,01/20/2022,01/31/2022,01/15/2032,107.081463,,107.081463,-0.0054,0.00125,,,A-2032,,Yes
912796R92,Bill,4-Week,01/20/2022,01/25/2022,02/22/2022,99.996889,0.00041,99.996889,,,,,,,
912796S91,Bill,8-Week,01/20/2022,01/25/2022,03/22/2022,99.986778,0.00086,99.986778,,,,,,,
912810TC2,Bond,19-Year 10-Month,01/19/2022,01/31/2022,11/15/2041,96.646052,,96.646052,0.0221,0.02,,,Bonds of November 2041,,Yes
912796V22,Bill,119-Day,01/19/2022,01/25/2022,05/24/2022,99.909097,0.00279,99.909097,,,,,,,
912796G45,Bill,13-Week,01/18/2022,01/20/2022,04/21/2022,99.957028,0.00172,99.957028,,,,,,,
912796S42,Bill,26-Week,01/18/2022,01/20/2022,07/21/2022,99.815472,0.00371,99.815472,,,,,,,
912796R84,Bill,4-Week,01/13/2022,01/18/2022,02/15/2022,99.996889,0.00041,99.996889,,,,,,,
912796S83,Bill,8-Week,01/13/2022,01/18/2022,03/15/2022,99.992222,0.00051,99.992222,,,,,,,
912810TB4,Bond,29-Year 10-Month,01/13/2022,01/18/2022,11/15/2051,95.566819,,95.566819,0.02075,0.01875,,,Bonds of November 2051,,Yes
912796U98,Bill,119-Day,01/12/2022,01/18/2022,05/17/2022,99.933889,0.00203,99.933889,,,,,,,
91282CDJ7,Note,9-Year 10-Month,01/12/2022,01/18/2022,11/15/2031,96.866042,,96.866042,0.01723,0.01375,,,F-2031,,Yes
91282CDS7,Note,3-Year,01/11/2022,01/18/2022,01/15/2025,99.671988,,99.671988,0.01237,0.01125,,,AJ-2025,,Yes
912796P29,Bill,13-Week,01/10/2022,01/13/2022,04/14/2022,99.969667,0.00122,99.969667,,,,,,,
912796K57,Bill,26-Week,01/10/2022,01/13/2022,07/14/2022,99.860972,0.00279,99.860972,,,,,,,
912796R76,Bill,4-Week,01/06/2022,01/11/2022,02/08/2022,99.996111,0.00051,99.996111,,,,,,,
912796S75,Bill,8-Week,01/06/2022,01/11/2022,03/08/2022,99.991444,0.00056,99.991444,,,,,,,
912796U80,Bill,119-Day,01/05/2022,01/11/2022,05/10/2022,99.950417,0.00152,99.950417,,,,,,,
912796N47,Bill,13-Week,01/03/2022,01/06/2022,04/07/2022,99.977250,0.00091,99.977250,,,,,,,
912796R68,Bill,26-Week,01/03/2022,01/06/2022,07/07/2022,99.888778,0.00223,99.888778,,,,,,,
912796Q93,Bill,4-Week,12/30/2021,01/04/2022,02/01/2022,99.995722,0.00056,99.995722,,,,,,,
912796S26,Bill,8-Week,12/30/2021,01/04/2022,03/01/2022,99.991444,0.00056,99.991444,,,,,,,
912796U72,Bill,119-Day,12/29/2021,01/04/2022,05/03/2022,99.958681,0.00127,99.958681,,,,,,,
91282CDE8,Note,1-Year 10-Month,12/29/2021,12/31/2021,10/31/2023,100.009279,,100.009279,,,,,BJ-2023,0.00035,No
91282CDP3,Note,7-Year,12/29/2021,12/31/2021,12/31/2028,99.304232,,99.304232,0.0148,0.01375,,,T-2028,,Yes
91282CDQ1,Note,5-Year,12/28/2021,12/31/2021,12/31/2026,99.937202,,99.937202,0.01263,0.0125,,,AH-2026,,Yes
912796R27,Bill,52-Week,12/28/2021,12/30/2021,12/29/2022,99.605667,0.00397,99.605667,,,,,,,
91282CDR9,Note,2-Year,12/27/2021,12/31/2021,12/31/2023,99.962362,,99.962362,0.00769,0.0075,,,BL-2023,,Yes
912796N39,Bill,13-Week,12/27/2021,12/30/2021,03/31/2022,99.978514,0.00086,99.978514,,,,,,,
912796R50,Bill,26-Week,12/27/2021,12/30/2021,06/30/2022,99.893833,0.00213,99.893833,,,,,,,
912796Q85,Bill,4-Week,12/23/2021,12/28/2021,01/25/2022,99.996889,0.00041,99.996889,,,,,,,
912796R92,Bill,8-Week,12/23/2021,12/28/2021,02/22/2022,99.992222,0.00051,99.992222,,,,,,,
91282CDC2,Note,4-Year 10-Month,12/22/2021,12/31/2021,10/15/2026,109.428984,,109.428984,-0.01508,0.00125,,,AE-2026,,Yes
912796U23,Bill,119-Day,12/22/2021,12/28/2021,04/26/2022,99.963639,0.00112,99.963639,,,,,,,
912810TC2,Bond,19-Year 11-Month,12/21/2021,12/31/2021,11/15/2041,100.950671,,100.950671,0.01942,0.02,,,Bonds of November 2041,,Yes
912796F38,Bill,13-Week,12/20/2021,12/23/2021,03/24/2022,99.981042,0.00076,99.981042,,,,,,,
912796R43,Bill,26-Week,12/20/2021,12/23/2021,06/23/2022,99.919111,0.00162,99.919111,,,,,,,
912796M97,Bill,78-Day,12/20/2021,12/22/2021,03/10/2022,99.984833,0.00071,99.984833,,,,,,,
912796K73,Bill,23-Day,12/17/2021,12/21/2021,01/13/2022,99.996806,0.00051,99.996806,,,,,,,
912796Q77,Bill,4-Week,12/16/2021,12/21/2021,01/18/2022,99.997667,0.0003,99.997667,,,,,,,
912796R84,Bill,8-Week,12/16/2021,12/21/2021,02/15/2022,99.992222,0.00051,99.992222,,,,,,,
912796T90,Bill,119-Day,12/15/2021,12/21/2021,04/19/2022,99.970250,0.00091,99.970250,,,,,,,
912796N21,Bill,13-Week,12/13/2021,12/16/2021,03/17/2022,99.986097,0.00056,99.986097,,,,,,,
912796J42,Bill,26-Week,12/13/2021,12/16/2021,06/16/2022,99.934278,0.00132,99.934278,,,,,,,
912810TB4,Bond,29-Year 11-Month,12/09/2021,12/15/2021,11/15/2051,99.543665,,99.543665,0.01895,0.01875,,,Bonds of November 2051,,Yes
912796Q69,Bill,4-Week,12/09/2021,12/14/2021,01/11/2022,99.997667,0.0003,99.997667,,,,,,,
912796R76,Bill,8-Week,12/09/2021,12/14/2021,02/08/2022,99.992222,0.00051,99.992222,,,,,,,
91282CDJ7,Note,9-Year 11-Month,12/08/2021,12/15/2021,11/15/2031,98.687294,,98.687294,0.01518,0.01375,,,F-2031,,Yes
912796T82,Bill,119-Day,12/08/2021,12/14/2021,04/12/2022,99.970250,0.00091,99.970250,,,,,,,
91282CDN8,Note,3-Year,12/07/2021,12/15/2021,12/15/2024,100.000000,,100.000000,0.01,0.01,,,AV-2024,,Yes
912796M97,Bill,13-Week,12/06/2021,12/09/2021,03/10/2022,99.986097,0.00056,99.986097,,,,,,,
912796R35,Bill,26-Week,12/06/2021,12/09/2021,06/09/2022,99.946917,0.00107,99.946917,,,,,,,
912796Q51,Bill,4-Week,12/02/2021,12/07/2021,01/04/2022,99.996889,0.00041,99.996889,,,,,,,
912796Q93,Bill,8-Week,12/02/2021,12/07/2021,02/01/2022,99.993000,0.00046,99.993000,,,,,,,
912810TC2,Bond,19-Year 11-Month,12/02/2021,12/06/2021,11/15/2041,102.121152,,102.121152,0.01872,0.02,,,Bonds of November 2041,,Yes
912796ZX0,Bill,8-Day,12/01/2021,12/07/2021,12/15/2021,99.996444,0.00162,99.996444,,,,,,,
912796T74,Bill,119-Day,12/01/2021,12/07/2021,04/05/2022,99.975208,0.00076,99.975208,,,,,,,
912796J75,Bill,21-Day,11/30/2021,12/02/2021,12/23/2021,99.990667,0.00162,99.990667,,,,,,,
912796P94,Bill,52-Week,11/30/2021,12/02/2021,12/01/2022,99.757333,0.00244,99.757333,,,,,,,
